mishima_dir,mishima_speed,aziro_dir,aziro_speed,tannna_dir,tanna_speed,judge
90,10,23,80,212,20,NotWest
0,0,23,70,66,34,NotWest
0,0,23,60,200,16,NotWest
0,0,23,50,226,28,NotWest
90,10,23,50,122,24,NotWest
90,10,23,50,218,32,West
158,10,23,50,246,20,NotWest
90,10,23,50,240,14,West
90,20,23,50,130,24,West
90,10,23,50,60,24,NotWest
68,20,23,40,166,22,NotWest
90,20,23,50,232,26,NotWest
90,20,23,50,164,18,West
90,20,23,50,98,22,NotWest
90,20,23,50,150,20,West
113,10,23,50,144,38,West
90,10,23,40,206,16,NotWest
90,10,23,40,48,22,West
90,10,23,30,126,16,NotWest
90,10,68,20,58,20,West
90,20,90,20,126,26,NotWest
90,10,23,30,234,22,NotWest
113,10,23,50,112,24,NotWest
0,0,23,30,186,8,NotWest
68,10,23,30,58,18,NotWest
90,10,225,10,206,12,NotWest
90,10,248,10,164,24,NotWest
68,10,203,10,68,12,West
90,20,90,10,158,14,NotWest
90,20,90,10,82,12,NotWest
68,20,158,20,210,6,NotWest
68,20,113,10,82,16,NotWest
90,30,45,10,210,16,NotWest
90,30,68,30,214,14,NotWest
90,20,23,20,126,12,NotWest
90,20,45,20,188,10,NotWest
68,20,45,10,146,26,NotWest
90,30,23,20,206,12,NotWest
90,30,68,20,88,12,NotWest
90,30,45,20,128,14,NotWest
90,20,23,60,118,12,NotWest
68,20,23,50,42,12,NotWest
90,20,23,30,122,14,NotWest
90,20,45,30,104,10,NotWest
68,10,68,20,60,16,NotWest
90,20,45,20,174,18,NotWest
90,10,23,50,66,14,NotWest
90,10,23,40,58,26,NotWest
135,10,338,20,88,22,NotWest
270,10,23,50,108,18,NotWest
225,10,23,50,98,14,NotWest
338,10,23,50,98,14,NotWest
203,10,23,60,164,10,NotWest
270,10,23,60,206,18,NotWest
248,10,23,70,164,16,NotWest
248,10,23,70,112,18,NotWest
203,10,23,50,164,14,NotWest
293,10,23,60,100,14,NotWest
0,0,23,70,84,18,NotWest
293,20,23,70,58,24,NotWest
293,10,23,70,108,36,NotWest
315,10,23,90,68,30,NotWest
293,10,23,80,86,24,NotWest
293,20,23,60,94,38,NotWest
270,20,23,60,128,14,NotWest
270,30,23,70,66,22,NotWest
293,20,23,60,120,16,NotWest
315,20,23,80,54,20,NotWest
293,20,23,100,38,24,NotWest
293,20,23,100,28,18,NotWest
270,20,23,100,54,26,NotWest
293,20,23,60,30,18,NotWest
293,20,23,60,142,18,NotWest
315,20,23,60,42,16,NotWest
315,10,23,60,68,2,NotWest
315,10,23,50,4,20,NotWest
293,10,23,30,18,14,NotWest
270,20,23,40,4,12,NotWest
293,10,68,30,40,12,NotWest
270,20,68,30,254,8,NotWest
293,20,45,30,254,4,NotWest
270,10,45,30,56,6,NotWest
270,10,68,30,56,0,NotWest
248,10,45,30,96,10,NotWest
293,30,23,30,74,10,NotWest
293,30,360,50,88,18,NotWest
293,30,293,20,94,26,NotWest
293,20,293,20,68,22,NotWest
270,20,23,30,58,26,NotWest
248,20,23,40,90,18,NotWest
248,20,23,40,76,22,NotWest
270,10,45,30,72,16,NotWest
248,10,23,30,96,12,West
270,10,23,20,110,12,West
293,10,270,10,40,4,NotWest
315,20,248,20,30,4,NotWest
315,20,293,10,66,2,NotWest
293,20,338,10,30,16,NotWest
270,30,23,10,252,0,NotWest
270,30,45,20,50,2,West
270,30,68,10,30,6,NotWest
270,30,23,10,102,18,NotWest
270,30,225,10,84,12,NotWest
270,30,203,10,84,20,NotWest
270,30,203,10,68,14,NotWest
270,30,203,10,58,26,NotWest
270,30,203,10,74,28,NotWest
270,30,270,10,56,16,NotWest
248,20,113,20,144,14,West
248,10,113,20,92,8,NotWest
203,10,135,20,186,0,NotWest
180,10,135,20,180,2,NotWest
0,0,90,20,56,10,NotWest
203,10,135,20,238,12,NotWest
203,20,180,20,126,24,NotWest
203,10,180,30,4,10,West
180,10,180,30,78,4,NotWest
113,10,180,40,178,20,NotWest
0,0,180,40,42,36,NotWest
68,10,180,30,224,12,West
90,10,180,30,242,38,NotWest
68,10,180,30,240,32,NotWest
90,10,180,30,64,36,NotWest
68,10,180,30,250,40,NotWest
68,10,180,20,240,28,NotWest
90,20,203,10,38,14,NotWest
113,20,203,10,180,24,NotWest
68,10,203,10,28,20,NotWest
90,20,180,20,26,20,NotWest
90,10,203,10,224,14,NotWest
90,10,180,10,226,20,NotWest
90,10,203,10,228,34,West
90,20,0,0,134,24,West
113,20,225,10,192,10,West
68,10,0,0,244,12,West
90,20,203,10,226,16,West
90,20,180,10,80,16,NotWest
90,20,158,20,184,16,West
113,10,225,10,230,32,West
0,0,225,10,100,18,NotWest
90,10,180,20,64,18,West
90,20,180,20,34,12,West
90,10,180,10,56,18,West
0,0,180,20,78,8,West
180,10,203,10,44,22,West
203,10,180,10,54,20,West
203,10,135,10,62,10,West
90,10,225,10,0,2,West
113,10,225,10,148,2,NotWest
0,0,180,10,180,18,NotWest
68,10,203,10,190,18,West
90,10,158,10,186,20,West
90,10,90,20,214,20,West
68,10,225,10,222,26,West
68,10,180,10,228,28,West
68,10,158,10,222,24,West
90,10,248,20,222,28,West
90,10,203,10,226,24,West
90,10,113,10,218,28,West
113,10,248,10,218,22,West
0,0,225,20,196,14,West
68,10,248,20,172,8,West
90,10,248,20,170,0,NotWest
68,10,248,20,170,0,NotWest
90,10,203,10,170,2,NotWest
90,10,225,20,178,0,West
90,10,248,40,248,8,West
203,10,248,30,248,0,West
225,10,270,40,178,12,West
203,10,270,30,178,8,West
225,10,293,30,178,8,West
0,0,293,20,196,8,West
0,0,248,30,196,0,West
0,0,248,40,196,2,West
68,10,248,50,186,6,NotWest
90,10,270,40,188,0,West
113,20,270,30,202,10,NotWest
90,10,248,30,204,0,NotWest
90,10,248,30,204,6,West
113,10,225,40,204,0,West
68,10,248,30,156,2,West
90,10,248,30,112,0,NotWest
68,10,248,30,112,12,West
0,0,225,10,206,4,NotWest
0,0,248,10,206,4,NotWest
293,10,248,10,206,4,NotWest
270,10,225,10,206,0,NotWest
248,20,270,10,206,0,NotWest
248,20,45,10,206,6,NotWest
270,20,68,10,206,6,NotWest
270,20,180,10,206,6,NotWest
270,20,270,10,206,0,NotWest
248,20,90,10,30,16,NotWest
270,10,338,10,208,14,NotWest
248,20,45,20,208,14,West
270,10,68,20,208,14,West
315,10,203,10,196,12,West
293,20,270,10,184,14,West
293,20,225,10,192,14,West
293,10,293,10,214,22,West
293,20,248,10,222,16,West
270,20,315,10,210,16,West
315,10,338,10,224,20,West
293,10,68,20,178,16,West
315,20,68,30,158,12,West
315,20,68,20,244,22,West
315,20,90,20,222,22,West
270,20,90,10,200,8,West
338,10,225,20,164,14,West
338,20,225,20,174,16,West
315,20,293,10,160,14,West
293,20,68,20,124,16,West
315,10,68,20,178,10,West
293,20,68,20,204,22,West
315,10,90,10,196,14,West
315,20,248,10,174,16,West
315,20,293,10,166,12,West
293,10,338,10,166,10,West
270,20,23,20,184,18,West
293,20,23,20,176,20,West
315,20,68,20,186,16,West
293,20,45,10,210,18,West
293,30,180,10,212,26,West
248,20,203,10,202,26,West
248,20,315,10,202,30,West
315,10,23,20,198,28,West
270,20,338,10,196,24,West
293,10,293,10,208,28,West
270,20,293,10,190,26,NotWest
248,20,338,10,196,26,NotWest
293,20,23,10,190,24,NotWest
315,20,360,20,198,20,NotWest
315,20,23,10,216,22,NotWest
293,30,315,10,212,18,NotWest
293,20,113,10,180,16,NotWest
338,10,270,10,190,10,NotWest
315,10,315,10,180,10,NotWest
293,30,270,10,178,0,NotWest
293,20,270,10,178,8,NotWest
293,20,248,10,176,8,NotWest
293,20,338,10,168,8,NotWest
293,20,270,10,196,8,NotWest
315,10,315,10,196,2,NotWest
293,10,248,10,196,0,NotWest
315,10,225,10,196,0,NotWest
315,10,225,10,196,0,NotWest
293,10,0,0,64,6,NotWest
248,10,203,10,88,16,NotWest
203,10,203,10,82,8,NotWest
180,10,158,10,76,16,NotWest
158,10,45,10,38,22,NotWest
158,10,23,10,46,14,NotWest
158,10,248,10,80,14,NotWest
135,10,225,20,60,20,NotWest
113,10,203,10,64,20,NotWest
113,10,203,10,42,16,NotWest
113,10,180,10,60,16,NotWest
113,10,180,10,72,20,NotWest
90,10,225,10,46,28,NotWest
90,10,45,10,48,24,NotWest
0,0,68,10,74,18,NotWest
90,10,68,10,94,16,NotWest
68,20,248,10,58,22,NotWest
90,20,203,10,66,20,NotWest
90,20,203,10,54,24,NotWest
0,0,203,10,50,30,NotWest
68,10,203,10,56,22,NotWest
68,10,203,20,56,26,NotWest
45,10,203,10,64,26,NotWest
135,20,0,0,70,26,NotWest
180,10,293,10,64,30,NotWest
203,10,203,10,68,30,NotWest
0,0,203,10,72,28,NotWest
0,0,203,10,54,36,NotWest
0,0,203,10,60,22,NotWest
0,0,203,20,50,38,NotWest
90,10,225,10,58,26,NotWest
0,0,203,10,50,22,NotWest
68,10,0,0,56,28,NotWest
0,0,45,10,56,30,NotWest
0,0,0,0,62,20,NotWest
135,10,270,10,60,26,NotWest
68,10,203,10,74,28,NotWest
90,10,203,10,56,20,NotWest
113,10,203,10,60,26,NotWest
90,10,0,0,50,26,NotWest
0,0,68,10,54,20,NotWest
0,0,45,10,54,26,NotWest
203,10,135,10,56,32,NotWest
0,0,158,10,54,30,NotWest
0,0,158,10,56,32,NotWest
68,10,338,10,66,24,NotWest
68,10,68,10,60,30,NotWest
90,10,158,10,68,24,NotWest
0,0,135,10,64,26,NotWest
135,10,90,10,62,30,NotWest
180,10,68,10,56,34,NotWest
0,0,203,10,60,28,NotWest
0,0,0,0,68,34,NotWest
0,0,0,0,66,28,NotWest
113,10,0,0,72,30,NotWest
203,10,135,10,78,28,NotWest
203,10,158,10,80,32,NotWest
0,0,360,10,86,42,NotWest
68,10,23,10,68,28,NotWest
68,10,203,10,66,28,NotWest
90,10,203,10,70,28,NotWest
68,10,180,10,70,28,NotWest
0,0,203,10,68,30,NotWest
0,0,180,10,60,28,NotWest
90,10,180,10,62,30,NotWest
90,10,203,10,68,28,NotWest
68,10,0,0,58,26,NotWest
68,10,113,10,68,24,NotWest
90,20,203,10,62,22,NotWest
90,10,203,10,60,28,NotWest
0,0,270,10,56,28,NotWest
90,10,180,10,58,28,NotWest
68,10,180,10,62,26,NotWest
90,10,0,0,66,26,NotWest
68,10,68,10,64,28,West
68,10,68,10,68,24,West
90,10,158,10,52,22,West
90,10,68,10,78,22,West
68,10,135,10,60,22,West
90,10,113,10,62,22,West
90,10,90,20,62,28,West
90,10,90,20,70,26,West
90,10,90,20,60,26,NotWest
90,10,68,10,58,24,West
158,10,113,10,84,26,NotWest
270,20,113,10,100,10,NotWest
248,20,113,10,78,26,West
270,20,158,20,68,8,West
248,20,135,20,110,14,West
248,20,113,20,76,10,West
248,20,90,30,86,6,West
248,20,90,30,94,14,NotWest
293,10,90,20,76,24,NotWest
293,10,68,30,76,24,NotWest
315,20,68,20,64,32,NotWest
23,10,45,20,64,26,NotWest
293,20,23,10,72,34,NotWest
293,10,23,20,64,36,NotWest
315,20,68,20,56,26,NotWest
293,20,45,10,50,18,NotWest
293,20,45,20,66,14,NotWest
293,20,45,20,46,18,NotWest
293,20,45,20,20,30,NotWest
270,20,45,20,40,24,NotWest
270,20,45,20,58,12,NotWest
338,20,360,20,68,20,NotWest
315,20,45,20,66,20,NotWest
315,20,45,20,64,28,NotWest
293,10,23,20,22,18,NotWest
315,10,45,20,70,20,NotWest
338,10,45,20,62,28,NotWest
293,30,68,20,60,30,NotWest
293,20,68,20,58,22,NotWest
315,20,68,20,74,20,NotWest
293,20,90,20,74,20,NotWest
293,20,68,30,70,24,NotWest
293,20,68,20,58,28,NotWest
293,20,90,30,68,24,NotWest
315,20,68,30,66,24,NotWest
293,20,45,20,68,28,NotWest
315,20,360,20,64,26,NotWest
315,20,45,20,70,30,NotWest
293,20,90,20,62,28,NotWest
293,10,180,20,64,30,NotWest
315,20,158,20,68,30,NotWest
338,10,135,10,74,28,NotWest
338,20,158,20,72,26,NotWest
315,20,158,30,62,30,NotWest
293,20,158,30,70,30,NotWest
293,20,158,20,66,34,NotWest
360,10,158,30,64,34,NotWest
270,10,158,30,70,36,NotWest
315,10,158,30,74,36,NotWest
270,10,158,40,62,34,NotWest
270,10,158,30,64,36,NotWest
203,10,158,40,62,40,NotWest
225,10,158,40,72,32,NotWest
225,10,158,40,64,32,NotWest
203,10,158,40,52,30,NotWest
158,10,158,40,72,22,NotWest
158,10,158,30,68,26,NotWest
135,10,158,30,72,26,NotWest
113,10,158,20,66,26,NotWest
158,10,158,10,54,28,NotWest
203,10,135,30,68,26,NotWest
248,10,158,30,60,34,NotWest
0,0,158,30,48,26,NotWest
113,10,158,20,52,20,NotWest
113,20,158,20,46,20,NotWest
113,20,158,30,62,20,NotWest
113,10,180,30,60,22,NotWest
113,10,180,30,68,16,NotWest
90,10,180,30,64,22,NotWest
68,10,180,20,78,26,NotWest
113,10,180,20,60,24,NotWest
0,0,158,10,90,20,NotWest
90,10,180,10,66,32,NotWest
90,10,248,10,72,30,NotWest
90,20,203,10,78,36,NotWest
90,20,225,10,62,24,NotWest
68,20,248,10,72,32,NotWest
90,10,225,10,86,28,NotWest
68,10,180,10,76,28,NotWest
90,10,90,10,68,26,NotWest
0,0,90,10,70,30,NotWest
68,10,113,10,56,20,NotWest
68,10,158,20,80,20,West
68,10,158,20,68,22,West
90,20,180,20,80,24,West
90,10,90,10,72,18,West
90,10,23,50,84,20,West
90,10,23,50,68,24,West
90,10,23,50,64,20,West
90,20,23,40,84,14,NotWest
68,10,360,10,96,14,West
68,20,360,10,56,18,West
90,20,360,20,68,20,West
90,20,23,30,64,14,West
90,20,315,10,70,14,West
90,30,113,10,28,18,West
90,30,45,10,66,16,West
158,10,225,10,46,2,West
113,10,158,10,52,4,West
68,20,203,10,92,6,West
68,10,203,20,186,10,West
90,30,180,10,176,8,West
90,20,203,10,168,12,West
68,10,180,10,176,8,West
90,10,225,10,176,10,West
68,10,225,10,198,6,West
68,10,180,10,184,4,West
68,20,270,10,156,2,West
90,20,225,10,190,8,West
68,10,158,10,196,10,NotWest
68,10,135,10,214,6,NotWest
68,10,180,10,168,4,NotWest
90,30,158,10,178,0,NotWest
90,30,158,10,178,0,NotWest
90,10,45,10,178,0,NotWest
0,0,180,10,178,0,NotWest
68,20,158,10,178,2,NotWest
90,30,180,10,178,0,NotWest
90,20,180,10,178,0,NotWest
68,10,203,10,178,0,NotWest
90,10,180,20,178,0,NotWest
68,10,180,10,178,0,NotWest
90,10,203,10,178,0,NotWest
68,10,225,10,178,0,NotWest
90,10,180,10,178,6,NotWest
68,20,180,10,178,0,NotWest
90,20,180,10,178,0,NotWest
68,10,225,10,28,10,NotWest
68,10,180,10,48,18,NotWest
90,20,203,10,46,20,NotWest
68,20,203,10,30,20,NotWest
90,10,225,10,50,20,NotWest
68,20,203,10,48,18,NotWest
90,10,180,10,40,24,NotWest
68,10,0,0,54,20,NotWest
90,20,338,10,62,20,NotWest
90,20,338,10,48,22,NotWest
68,10,0,0,46,18,NotWest
68,20,0,0,52,20,NotWest
90,30,0,0,56,18,NotWest
90,20,90,10,82,30,NotWest
90,20,0,0,76,26,NotWest
90,20,0,0,86,22,NotWest
90,10,90,10,40,20,NotWest
90,10,45,10,18,32,NotWest
90,10,68,10,48,18,NotWest
0,0,68,10,58,24,NotWest
0,0,45,10,44,22,NotWest
360,10,23,20,48,26,NotWest
270,10,23,20,80,24,NotWest
248,10,23,30,84,30,NotWest
293,10,23,30,84,30,NotWest
293,10,23,30,80,22,NotWest
293,10,23,20,80,22,NotWest
270,10,45,20,80,18,NotWest
0,0,23,30,80,12,NotWest
293,10,23,20,76,12,NotWest
248,10,23,30,74,8,NotWest
293,10,23,30,74,0,NotWest
293,20,23,40,74,0,NotWest
293,20,23,30,74,0,NotWest
293,20,23,30,74,0,NotWest
338,20,23,30,74,4,NotWest
315,20,23,30,74,12,NotWest
315,20,23,30,78,12,NotWest
293,10,23,30,78,8,NotWest
293,20,23,30,92,10,NotWest
315,20,23,30,92,14,NotWest
293,20,23,30,92,18,NotWest
270,10,23,30,92,14,NotWest
270,10,45,20,92,14,NotWest
315,10,23,20,94,14,NotWest
315,20,23,20,38,20,NotWest
315,20,23,20,28,16,NotWest
293,20,23,20,44,14,NotWest
293,20,68,10,88,18,NotWest
293,20,23,20,80,18,NotWest
293,20,113,20,76,14,NotWest
293,20,113,20,76,16,NotWest
315,20,113,20,76,10,NotWest
315,20,113,20,76,14,NotWest
315,20,68,20,76,16,NotWest
293,20,68,10,76,16,NotWest
293,20,68,20,76,12,NotWest
315,20,68,20,70,22,NotWest
315,20,45,20,78,20,NotWest
315,20,68,20,78,20,NotWest
293,20,68,10,74,20,NotWest
270,20,90,10,72,24,NotWest
293,10,23,10,64,26,NotWest
270,20,45,10,70,26,NotWest
270,10,23,20,58,20,NotWest
270,10,23,20,56,26,NotWest
315,10,23,10,64,22,NotWest
293,20,23,20,64,24,NotWest
293,20,45,20,54,22,NotWest
293,20,90,20,76,22,NotWest
293,20,158,10,66,24,NotWest
293,20,113,10,68,24,NotWest
293,20,135,10,72,22,NotWest
293,20,113,10,64,24,NotWest
293,10,135,10,70,28,NotWest
293,20,135,10,70,32,NotWest
293,10,158,10,68,28,NotWest
270,10,158,10,66,24,NotWest
293,10,225,10,66,30,NotWest
293,10,248,10,70,30,NotWest
248,10,225,10,72,28,NotWest
225,10,338,10,58,26,NotWest
225,10,315,10,42,28,NotWest
0,0,225,10,66,30,NotWest
135,10,248,10,66,28,NotWest
135,10,158,10,66,32,NotWest
113,10,203,10,74,34,NotWest
0,0,180,20,74,40,NotWest
68,10,203,10,76,38,NotWest
90,10,203,10,80,30,NotWest
90,10,225,10,82,32,NotWest
90,20,225,10,72,36,NotWest
90,20,203,10,78,38,NotWest
90,20,68,10,66,36,NotWest
90,10,158,10,56,38,NotWest
90,10,225,10,78,36,NotWest
135,10,135,10,80,30,NotWest
0,0,158,20,78,36,NotWest
90,10,158,20,72,36,NotWest
90,10,158,20,88,32,NotWest
0,0,158,10,60,28,NotWest
0,0,270,10,86,30,NotWest
0,0,180,10,72,36,NotWest
68,10,180,10,74,42,NotWest
68,10,203,10,72,32,NotWest
90,10,180,10,74,26,NotWest
68,10,180,10,74,38,NotWest
68,10,203,10,70,34,NotWest
68,10,180,10,68,32,NotWest
68,10,180,10,84,28,NotWest
90,10,180,10,80,36,NotWest
0,0,158,10,74,32,NotWest
0,0,158,10,98,32,NotWest
0,0,360,10,70,22,NotWest
68,10,23,20,88,34,NotWest
90,10,360,10,78,26,NotWest
113,10,360,10,78,28,NotWest
90,10,45,10,68,30,NotWest
90,10,23,10,62,32,NotWest
113,10,23,10,84,30,NotWest
113,10,23,20,64,22,NotWest
68,10,23,10,76,28,NotWest
68,10,23,20,82,22,NotWest
90,10,23,20,72,26,NotWest
68,10,23,20,86,28,NotWest
68,20,23,30,82,28,NotWest
90,20,23,20,82,32,NotWest
90,20,23,10,70,32,NotWest
90,30,23,20,68,34,NotWest
90,30,23,10,74,28,NotWest
90,20,23,10,72,28,NotWest
90,20,360,20,72,24,NotWest
68,20,315,10,68,26,NotWest
90,20,135,10,58,28,NotWest
90,20,225,10,62,30,NotWest
68,10,225,20,66,24,NotWest
90,20,225,10,70,26,NotWest
90,20,248,10,54,26,NotWest
90,20,248,10,54,26,NotWest
68,20,225,10,76,28,NotWest
90,20,248,10,76,32,NotWest
135,10,225,10,68,38,NotWest
0,0,203,10,72,30,NotWest
68,10,248,10,54,36,NotWest
90,10,248,10,72,32,NotWest
90,10,225,10,70,34,NotWest
90,20,203,20,68,32,NotWest
90,20,203,10,74,38,NotWest
68,10,203,20,76,32,NotWest
68,20,203,20,74,28,NotWest
90,20,203,10,76,32,NotWest
90,20,203,10,60,34,NotWest
90,20,180,10,70,22,NotWest
90,20,180,10,64,24,NotWest
90,10,180,10,70,26,NotWest
68,10,225,10,64,36,NotWest
90,20,225,10,70,38,NotWest
90,20,225,10,74,36,NotWest
90,10,225,10,70,36,NotWest
90,20,248,10,76,28,NotWest
90,20,225,10,58,24,NotWest
90,20,135,10,70,34,NotWest
68,20,180,10,76,38,NotWest
68,10,203,10,76,36,NotWest
0,0,180,10,68,30,NotWest
270,10,225,10,70,38,NotWest
293,10,225,10,70,32,NotWest
270,10,293,10,68,26,NotWest
248,10,248,10,62,40,NotWest
270,20,248,10,58,42,NotWest
270,20,203,10,58,42,NotWest
293,30,135,10,60,42,NotWest
293,20,23,10,60,42,NotWest
338,10,45,10,56,36,NotWest
315,10,68,20,60,32,NotWest
293,10,68,20,56,32,NotWest
270,20,45,20,56,26,NotWest
293,10,23,20,54,42,NotWest
315,10,45,20,70,44,NotWest
293,20,90,20,72,50,NotWest
293,10,68,20,68,28,NotWest
315,20,68,20,74,32,NotWest
315,20,68,20,76,40,NotWest
315,20,68,20,66,42,NotWest
315,20,68,20,72,38,NotWest
315,20,45,20,68,44,NotWest
293,20,90,10,68,48,NotWest
293,20,113,10,66,48,NotWest
293,20,135,10,68,40,NotWest
293,20,113,20,64,46,NotWest
293,20,90,20,76,48,NotWest
315,20,90,20,56,44,NotWest
293,20,113,20,64,46,NotWest
293,20,90,10,70,42,NotWest
293,20,68,10,64,48,NotWest
293,20,113,10,74,40,NotWest
293,30,135,20,58,42,NotWest
293,30,68,20,66,34,NotWest
293,20,90,20,72,32,NotWest
270,30,113,10,64,30,NotWest
270,30,180,10,60,44,NotWest
293,20,113,20,70,36,NotWest
293,20,68,10,60,42,NotWest
293,20,158,10,56,36,NotWest
338,20,113,10,76,42,NotWest
248,20,45,10,70,34,NotWest
270,10,113,10,62,34,NotWest
270,10,90,10,60,28,NotWest
270,20,135,10,64,38,NotWest
270,10,113,10,66,34,NotWest
293,20,45,10,54,40,NotWest
315,20,90,10,58,30,NotWest
315,10,113,10,60,32,NotWest
293,20,68,10,82,36,NotWest
293,10,0,0,86,28,NotWest
293,10,0,0,68,34,NotWest
293,20,0,0,74,24,NotWest
293,20,135,10,74,18,NotWest
293,20,158,10,82,24,NotWest
293,10,0,0,56,24,NotWest
293,10,180,10,76,22,NotWest
270,10,203,10,64,22,NotWest
315,10,180,10,78,22,NotWest
0,0,180,10,60,18,NotWest
90,10,180,10,74,28,NotWest
90,10,0,0,68,14,NotWest
113,20,180,10,70,22,NotWest
135,10,180,10,72,18,NotWest
135,20,203,10,78,34,NotWest
90,10,180,10,76,28,NotWest
68,10,203,10,64,32,NotWest
90,10,203,10,76,34,NotWest
68,10,203,10,66,26,NotWest
90,10,203,10,74,34,NotWest
90,10,180,10,52,28,NotWest
90,10,203,10,64,34,NotWest
68,10,0,0,72,28,NotWest
90,10,135,10,76,32,NotWest
45,10,0,0,72,34,NotWest
68,10,248,10,80,34,NotWest
68,10,225,10,72,34,NotWest
68,10,180,10,66,36,NotWest
90,10,203,10,74,34,NotWest
90,10,0,0,56,32,NotWest
90,20,203,10,66,30,NotWest
90,10,225,10,62,32,NotWest
180,10,180,10,70,26,NotWest
203,10,180,10,68,34,NotWest
203,10,180,10,50,36,NotWest
0,0,0,0,66,32,NotWest
0,0,203,10,64,28,NotWest
158,10,158,10,82,20,NotWest
180,10,180,10,62,32,NotWest
225,20,203,10,72,24,NotWest
225,10,270,10,80,30,NotWest
203,10,225,10,66,28,NotWest
203,10,0,0,74,24,NotWest
180,10,0,0,60,28,NotWest
203,10,225,10,68,26,NotWest
0,0,0,0,56,24,NotWest
68,10,225,10,60,30,NotWest
68,10,180,10,70,24,NotWest
0,0,158,10,72,24,NotWest
90,10,0,0,66,28,NotWest
68,10,248,10,70,26,NotWest
0,0,180,10,68,28,NotWest
0,0,158,10,62,22,NotWest
90,10,158,10,62,26,NotWest
68,10,0,0,68,26,NotWest
0,0,0,0,84,26,NotWest
90,10,0,0,68,28,NotWest
0,0,225,10,70,24,NotWest
0,0,180,10,74,28,NotWest
0,0,203,10,78,32,NotWest
90,10,203,10,74,26,NotWest
0,0,203,10,76,24,NotWest
90,10,180,10,86,32,NotWest
0,0,180,10,88,28,NotWest
68,10,203,10,88,26,NotWest
90,10,0,0,84,26,NotWest
113,10,0,0,84,24,NotWest
0,0,203,10,82,28,NotWest
0,0,0,0,62,18,NotWest
90,10,0,0,90,24,NotWest
90,20,0,0,84,28,NotWest
113,10,180,10,86,28,NotWest
68,10,180,10,82,24,NotWest
135,10,180,10,82,30,NotWest
135,10,158,10,82,22,NotWest
135,10,0,0,78,22,NotWest
135,10,0,0,80,26,NotWest
0,0,0,0,82,22,NotWest
68,10,0,0,82,20,NotWest
90,10,0,0,82,24,NotWest
90,20,180,10,68,18,NotWest
90,20,180,10,88,24,NotWest
90,20,0,0,80,24,NotWest
90,20,0,0,86,26,NotWest
68,10,23,10,80,22,NotWest
68,10,45,10,86,16,NotWest
225,10,360,10,86,18,NotWest
270,10,23,20,86,22,NotWest
248,20,23,20,88,18,NotWest
248,10,23,20,82,18,NotWest
270,10,23,20,82,18,NotWest
0,0,23,20,78,22,NotWest
270,10,23,20,78,22,NotWest
270,10,45,30,78,18,NotWest
0,0,23,30,82,10,NotWest
315,10,23,30,90,18,NotWest
248,10,23,30,86,20,NotWest
293,10,23,40,86,12,NotWest
270,10,360,30,86,18,NotWest
293,20,23,20,86,16,NotWest
270,20,360,20,86,16,NotWest
270,20,360,30,86,14,NotWest
248,20,23,30,86,12,NotWest
315,20,23,30,86,20,NotWest
315,20,68,20,96,20,NotWest
293,20,45,20,98,22,NotWest
270,10,23,30,106,22,NotWest
315,20,23,30,104,0,NotWest
315,20,23,30,104,0,NotWest
293,20,23,30,104,0,West
293,20,23,30,104,0,West
293,20,23,30,104,0,West
293,20,23,30,104,6,West
293,20,23,30,104,6,NotWest
293,20,23,20,104,6,NotWest
293,20,23,20,104,0,NotWest
338,10,68,20,104,0,NotWest
338,20,68,20,104,4,NotWest
315,10,68,20,104,0,NotWest
338,10,68,20,106,2,NotWest
315,20,113,10,106,0,NotWest
293,20,90,20,106,0,NotWest
293,20,113,20,106,10,NotWest
270,30,135,20,106,0,NotWest
270,30,90,30,106,0,NotWest
270,30,113,20,108,8,NotWest
270,20,113,20,108,6,NotWest
270,20,113,20,180,8,West
248,20,113,20,180,0,West
270,20,135,10,180,0,West
270,30,135,10,180,0,West
270,30,135,20,136,6,West
293,20,135,20,82,14,West
293,20,135,20,62,18,West
270,20,135,10,62,8,NotWest
315,20,135,20,62,0,NotWest
338,10,135,20,62,0,NotWest
23,20,135,20,36,0,NotWest
360,20,135,20,34,0,NotWest
338,10,135,20,34,0,NotWest
338,10,158,20,36,0,NotWest
360,10,158,20,36,0,NotWest
45,10,180,10,36,0,NotWest
23,10,158,10,36,0,NotWest
45,10,135,20,32,0,NotWest
68,10,158,20,192,4,NotWest
315,10,135,10,202,2,NotWest
360,10,158,10,188,8,NotWest
0,0,135,10,188,0,NotWest
270,20,0,0,188,4,NotWest
225,10,135,10,188,0,NotWest
158,10,158,10,188,0,NotWest
180,10,113,10,62,14,NotWest
0,0,113,10,40,4,NotWest
90,10,113,10,72,18,NotWest
113,10,135,10,46,10,NotWest
135,10,135,20,72,6,NotWest
135,10,135,20,34,18,NotWest
0,0,158,20,64,14,NotWest
90,10,158,20,46,14,NotWest
68,10,180,20,72,20,NotWest
113,20,158,10,62,18,NotWest
113,10,23,10,56,18,NotWest
113,10,338,10,58,18,NotWest
135,10,203,10,40,20,NotWest
0,0,203,10,76,14,NotWest
0,0,315,10,92,10,NotWest
90,10,293,10,70,16,NotWest
68,10,248,10,58,22,NotWest
113,10,0,0,74,8,NotWest
135,10,113,10,60,10,NotWest
135,10,338,10,72,26,NotWest
0,0,360,10,78,24,NotWest
0,0,248,10,56,24,NotWest
