mishima_dir,mishima_speed,aziro_dir,aziro_speed,tannna_dir,tanna_speed,judge
0,0,158,20,168,48,West
68,10,225,20,174,56,West
0,0,248,20,182,54,West
90,10,203,20,164,50,West
90,20,180,20,166,62,West
90,10,203,20,180,64,West
90,20,203,20,172,60,West
90,20,225,10,180,62,West
90,10,203,10,178,64,West
113,10,203,10,172,52,West
203,10,0,0,178,52,West
180,10,158,10,188,46,West
135,10,203,10,196,50,West
135,10,225,10,174,54,West
135,20,203,10,182,48,West
135,10,225,20,186,42,West
135,10,203,10,178,54,West
113,10,225,20,180,50,West
113,10,225,10,192,48,West
135,10,180,10,196,50,West
90,10,225,10,194,44,West
90,10,180,10,200,46,West
0,0,248,10,174,54,West
90,10,293,10,176,54,West
135,10,248,10,184,50,West
135,10,225,10,196,42,West
113,10,180,10,188,44,West
113,10,23,10,178,42,West
90,10,23,20,186,38,Westnot
90,20,23,30,200,38,West
135,20,23,40,198,40,West
158,10,23,40,186,48,West
135,10,23,40,186,48,West
158,10,23,40,192,48,West
158,10,23,40,194,46,West
135,10,23,40,188,52,West
0,0,23,40,206,42,West
0,0,23,40,202,42,West
0,0,23,40,206,44,West
0,0,23,40,196,44,West
158,10,23,40,198,40,West
180,10,23,40,196,50,West
180,10,23,30,192,40,West
180,10,23,20,196,46,West
203,10,23,30,172,44,West
203,20,23,30,172,40,West
203,20,23,30,186,42,West
203,10,23,40,186,50,West
180,10,23,40,182,42,Westnot
180,10,23,40,186,38,West
293,10,23,30,194,42,West
270,10,23,30,190,38,West
248,10,23,30,184,34,Westnot
225,10,45,20,182,32,Westnot
225,10,23,30,198,28,Westnot
180,10,23,30,206,24,Westnot
158,10,23,20,208,28,Westnot
203,10,68,10,204,26,Westnot
203,10,23,20,194,22,Westnot
180,10,23,20,202,20,Westnot
248,20,23,30,206,14,Westnot
248,20,68,10,172,14,Westnot
248,20,113,10,174,8,Westnot
270,20,23,10,172,12,Westnot
270,20,90,10,162,22,Westnot
270,20,23,30,164,20,Westnot
270,30,23,30,158,14,Westnot
270,20,45,20,164,4,Westnot
248,20,23,30,160,0,Westnot
248,20,45,20,160,0,Westnot
248,10,45,20,144,2,Westnot
203,10,23,10,98,8,Westnot
225,10,45,10,64,26,Westnot
225,10,135,10,70,28,Westnot
270,10,293,10,66,28,Westnot
338,10,158,10,74,32,Westnot
0,0,45,20,74,32,Westnot
0,0,23,10,64,26,Westnot
23,10,45,10,74,28,Westnot
45,10,158,10,76,28,Westnot
0,0,113,10,66,32,Westnot
135,10,68,10,64,30,Westnot
135,10,293,10,66,26,Westnot
135,10,203,10,68,26,Westnot
158,20,225,20,60,24,Westnot
158,20,203,20,72,28,Westnot
158,10,203,10,84,26,Westnot
158,20,203,10,72,28,Westnot
135,10,203,10,88,34,Westnot
158,20,203,10,84,22,Westnot
158,20,225,10,90,26,Westnot
158,20,203,10,82,26,Westnot
135,20,203,10,82,30,Westnot
90,10,203,10,74,24,Westnot
90,10,203,10,72,16,Westnot
0,0,203,10,72,24,Westnot
0,0,203,10,64,24,Westnot
68,10,158,10,84,22,Westnot
90,20,0,0,72,22,Westnot
68,10,203,10,90,24,Westnot
0,0,0,0,78,30,Westnot
0,0,203,10,70,20,Westnot
0,0,23,70,80,34,Westnot
0,0,23,70,92,26,Westnot
0,0,23,70,90,30,Westnot
68,10,23,50,72,32,Westnot
90,10,23,50,82,28,Westnot
135,10,23,50,46,16,Westnot
0,0,23,40,88,14,Westnot
0,0,360,30,74,26,Westnot
135,10,360,30,74,24,Westnot
135,20,23,40,68,24,Westnot
135,10,23,40,80,24,Westnot
90,10,23,30,82,24,Westnot
0,0,23,40,86,32,Westnot
68,10,23,30,78,30,Westnot
68,10,23,40,76,16,Westnot
90,20,23,40,84,30,Westnot
68,10,23,40,86,30,Westnot
90,10,23,40,108,26,Westnot
68,10,23,30,108,26,Westnot
68,10,360,30,94,32,Westnot
68,10,23,30,100,24,Westnot
90,20,23,30,78,16,Westnot
113,20,360,20,66,20,Westnot
90,10,338,20,76,30,Westnot
113,20,360,30,74,28,Westnot
113,10,23,30,88,28,Westnot
68,20,23,30,84,26,Westnot
90,20,23,50,80,30,Westnot
90,20,360,20,76,26,Westnot
90,10,338,10,78,24,Westnot
90,10,23,40,98,8,Westnot
113,10,23,40,84,20,Westnot
113,10,23,40,66,16,West
90,10,23,30,88,14,West
90,10,23,40,64,14,Westnot
135,20,23,50,90,14,Westnot
135,20,23,40,58,24,Westnot
90,20,23,40,68,24,Westnot
68,10,23,30,72,28,Westnot
90,20,23,40,74,18,Westnot
135,20,360,30,76,10,Westnot
113,10,360,20,62,16,Westnot
113,10,360,20,70,22,Westnot
90,20,360,20,72,22,Westnot
68,20,248,10,70,22,Westnot
68,20,203,10,80,16,Westnot
90,20,270,10,68,20,Westnot
90,20,360,20,74,18,Westnot
90,20,360,20,64,12,Westnot
90,20,270,10,46,8,Westnot
68,10,203,10,160,2,Westnot
90,10,293,10,214,2,Westnot
90,10,225,10,224,0,Westnot
90,20,338,10,94,0,Westnot
113,20,248,10,156,6,Westnot
90,20,293,10,92,10,West
90,20,315,10,80,20,West
90,30,338,10,90,14,West
90,30,270,10,80,8,West
90,30,315,10,54,8,West
90,30,270,10,86,22,West
90,30,248,10,60,20,West
90,20,203,10,76,24,West
90,20,225,20,58,20,West
90,20,203,20,62,28,West
90,20,225,10,66,28,West
90,30,203,10,70,36,West
90,20,203,10,34,24,West
90,30,225,10,46,36,West
90,30,225,20,48,30,West
90,30,203,10,60,22,West
90,20,203,10,76,26,West
68,20,203,10,80,24,West
90,20,225,10,74,26,Westnot
90,20,248,10,74,26,Westnot
90,10,113,10,88,30,Westnot
90,20,248,10,84,26,Westnot
113,20,270,10,90,38,Westnot
113,10,248,10,88,38,Westnot
135,10,360,10,82,28,Westnot
135,10,23,20,90,38,Westnot
90,10,23,20,76,22,Westnot
113,20,248,10,86,32,Westnot
113,10,23,20,74,28,Westnot
113,10,45,10,72,30,Westnot
113,10,23,20,82,30,Westnot
68,10,68,20,84,32,Westnot
113,10,68,20,92,40,Westnot
248,10,45,20,90,42,Westnot
270,10,45,20,88,38,Westnot
90,10,45,20,84,38,Westnot
23,10,45,20,82,34,Westnot
248,10,68,20,78,36,Westnot
293,20,68,10,68,34,Westnot
293,20,23,20,84,28,Westnot
338,20,45,20,72,26,Westnot
338,10,45,20,68,32,Westnot
315,10,45,20,86,32,Westnot
293,20,45,20,88,42,Westnot
293,20,23,10,76,36,Westnot
293,20,90,20,68,28,Westnot
293,20,68,10,48,58,Westnot
293,20,45,20,56,44,Westnot
270,20,23,20,66,30,Westnot
293,20,68,20,62,30,Westnot
315,20,68,10,50,42,Westnot
293,20,68,10,68,32,Westnot
293,20,23,10,58,36,Westnot
293,10,90,10,72,28,Westnot
270,10,68,10,74,30,Westnot
293,10,90,10,86,24,Westnot
270,10,68,10,76,30,Westnot
270,10,68,10,62,30,Westnot
293,10,90,10,70,24,Westnot
315,10,90,10,76,34,Westnot
293,10,135,10,68,32,Westnot
270,10,113,10,58,30,Westnot
248,10,158,10,68,28,Westnot
225,10,135,10,86,28,Westnot
225,10,0,0,86,36,West
203,10,270,10,92,40,West
158,10,180,10,78,26,West
158,20,0,0,82,32,West
158,20,203,10,76,28,Westnot
158,20,180,10,76,24,Westnot
135,20,203,10,66,22,Westnot
113,10,203,10,70,26,Westnot
113,10,203,10,74,24,Westnot
90,10,203,10,54,20,Westnot
135,10,203,10,70,22,Westnot
90,10,203,10,62,16,Westnot
68,10,203,20,80,16,Westnot
90,10,203,20,60,10,Westnot
90,10,203,20,78,10,Westnot
90,10,203,10,60,6,Westnot
90,10,203,20,60,4,Westnot
0,0,203,20,16,0,Westnot
68,10,203,20,182,0,Westnot
90,10,203,20,180,0,Westnot
90,10,203,10,182,4,Westnot
0,0,203,10,178,6,Westnot
90,10,203,10,58,16,Westnot
90,20,203,10,46,12,Westnot
68,20,203,10,64,16,Westnot
68,20,203,10,62,18,Westnot
90,20,225,10,76,12,Westnot
90,20,203,10,62,18,Westnot
90,30,225,10,56,14,Westnot
90,20,203,10,68,22,Westnot
90,10,203,10,66,18,Westnot
90,10,225,10,50,18,Westnot
90,20,360,10,72,14,Westnot
68,10,203,10,60,20,Westnot
68,20,90,10,78,20,Westnot
90,20,158,10,76,20,Westnot
90,10,248,10,66,20,Westnot
68,10,23,10,62,16,Westnot
68,20,45,10,62,20,Westnot
68,20,23,10,84,24,Westnot
90,20,315,20,72,26,Westnot
68,20,23,40,78,28,Westnot
90,30,23,40,70,26,Westnot
90,20,360,40,72,28,Westnot
90,30,23,40,72,26,Westnot
90,30,23,40,82,24,Westnot
90,20,23,40,74,28,Westnot
90,30,23,40,84,24,Westnot
90,30,23,50,80,26,Westnot
90,20,360,30,70,28,Westnot
68,10,360,20,82,32,Westnot
68,20,360,30,76,26,Westnot
68,20,23,30,84,24,Westnot
90,40,360,20,94,22,Westnot
90,30,360,20,84,26,Westnot
90,30,23,30,80,22,Westnot
90,30,360,30,74,20,Westnot
90,30,23,30,70,32,Westnot
90,40,23,30,66,30,Westnot
90,30,23,40,70,28,Westnot
90,30,23,40,68,36,Westnot
90,30,23,50,70,30,Westnot
90,30,23,40,64,32,Westnot
90,30,23,40,60,18,Westnot
90,30,23,50,78,28,Westnot
90,30,23,50,72,24,West
90,20,23,50,70,32,West
68,10,23,50,76,34,Westnot
90,20,23,40,70,28,Westnot
90,20,23,50,66,34,Westnot
90,30,23,50,82,30,Westnot
90,20,23,40,66,26,Westnot
90,20,23,50,74,20,West
90,30,23,50,66,18,Westnot
90,30,23,40,74,28,Westnot
90,30,23,40,78,20,Westnot
90,30,23,40,24,14,Westnot
90,30,23,30,44,10,Westnot
90,30,23,30,16,4,Westnot
90,30,23,30,102,2,Westnot
113,30,23,30,104,8,Westnot
90,20,360,30,76,4,Westnot
90,20,360,30,62,10,Westnot
90,10,23,30,198,2,Westnot
135,10,23,30,198,6,Westnot
158,10,23,30,52,4,Westnot
90,10,23,20,0,2,Westnot
90,20,23,20,0,8,Westnot
113,20,360,20,128,6,Westnot
90,10,23,30,74,6,Westnot
90,10,23,20,192,6,Westnot
68,20,23,30,94,4,Westnot
90,20,23,30,24,10,Westnot
90,20,23,30,28,20,Westnot
90,10,23,40,108,4,Westnot
68,20,23,30,88,24,Westnot
90,20,23,40,88,22,Westnot
90,20,23,40,82,22,Westnot
90,20,23,40,82,26,Westnot
90,20,23,30,82,26,Westnot
90,20,23,40,82,22,Westnot
90,20,23,40,76,24,Westnot
90,10,23,30,66,20,Westnot
0,0,23,20,64,20,Westnot
360,10,23,20,76,24,Westnot
68,10,23,30,60,28,Westnot
45,20,23,30,68,30,Westnot
68,30,23,30,74,26,Westnot
68,20,23,30,76,32,Westnot
90,20,360,30,78,28,Westnot
68,20,23,30,76,26,Westnot
90,20,23,20,84,36,Westnot
90,30,23,20,86,30,Westnot
68,10,23,30,80,30,Westnot
68,20,45,20,86,34,Westnot
45,20,23,30,66,34,Westnot
45,20,23,30,82,30,Westnot
45,20,23,30,76,34,Westnot
68,10,23,30,84,36,Westnot
90,10,23,20,86,32,Westnot
113,10,23,20,76,38,Westnot
135,10,23,20,84,36,Westnot
90,20,23,20,76,34,Westnot
45,10,23,10,62,28,Westnot
315,10,45,30,80,30,Westnot
270,20,23,20,74,28,Westnot
248,40,23,30,68,38,Westnot
248,30,23,30,74,44,Westnot
270,40,45,30,60,40,Westnot
270,30,23,20,78,42,Westnot
248,20,23,30,84,44,Westnot
248,10,23,30,64,40,Westnot
248,20,23,30,60,44,Westnot
248,20,23,20,80,42,Westnot
270,10,45,10,76,32,Westnot
270,10,23,10,64,36,Westnot
203,10,23,40,56,30,Westnot
90,10,23,40,82,36,Westnot
90,20,23,40,84,40,Westnot
68,10,23,40,78,38,Westnot
68,20,23,40,76,36,Westnot
113,10,23,40,80,38,Westnot
68,20,23,30,96,36,Westnot
90,10,23,30,80,28,Westnot
90,10,23,40,76,28,Westnot
0,0,23,40,74,32,Westnot
90,20,23,40,60,34,Westnot
113,10,23,40,62,46,Westnot
113,10,23,40,62,42,Westnot
0,0,23,60,66,48,Westnot
0,0,23,60,66,52,Westnot
0,0,23,50,76,46,Westnot
90,10,23,40,72,42,Westnot
0,0,23,60,60,36,Westnot
113,10,23,60,64,34,Westnot
135,10,23,60,66,34,Westnot
180,10,23,70,80,28,Westnot
135,10,23,60,72,26,Westnot
90,10,23,60,54,30,Westnot
90,10,23,70,60,20,Westnot
90,10,23,60,48,14,Westnot
90,30,23,80,78,24,Westnot
90,20,23,90,58,26,Westnot
90,10,23,90,74,20,Westnot
68,20,23,90,56,12,Westnot
0,0,23,80,82,14,Westnot
0,0,23,90,74,22,Westnot
158,10,23,100,70,18,Westnot
158,10,23,90,80,20,Westnot
203,10,23,100,72,26,Westnot
225,10,23,90,72,26,Westnot
225,10,23,80,68,28,Westnot
225,20,23,80,84,32,Westnot
203,10,23,80,84,28,Westnot
180,10,23,90,56,24,Westnot
203,10,23,80,68,20,Westnot
180,10,23,90,76,24,Westnot
248,10,23,80,66,20,Westnot
225,20,23,80,42,24,Westnot
45,10,23,80,50,24,Westnot
248,10,23,80,78,26,Westnot
225,10,23,60,78,30,Westnot
225,10,23,60,74,36,Westnot
225,20,23,80,84,24,Westnot
158,10,23,90,72,30,Westnot
113,30,23,90,76,30,Westnot
68,20,23,90,80,32,Westnot
23,10,23,80,76,32,Westnot
23,10,23,90,84,32,Westnot
45,10,23,90,70,34,Westnot
68,10,23,100,74,44,Westnot
68,10,23,110,80,40,Westnot
90,10,23,120,64,34,West
0,0,23,120,62,50,Westnot
293,10,23,120,68,38,Westnot
360,10,23,120,72,40,West
338,10,23,130,82,44,Westnot
45,10,23,130,70,38,Westnot
158,10,23,130,78,34,Westnot
293,10,23,130,74,38,Westnot
248,20,23,130,66,40,Westnot
225,20,23,120,76,38,Westnot
225,20,23,110,70,44,Westnot
225,20,23,110,78,44,Westnot
225,10,23,110,72,50,West
0,0,23,100,82,56,Westnot
248,20,23,110,82,36,Westnot
248,40,23,120,54,24,Westnot
248,40,23,130,52,18,Westnot
248,60,23,120,126,14,Westnot
248,50,23,120,164,14,Westnot
248,50,23,130,46,12,Westnot
248,50,23,130,144,22,Westnot
248,60,23,140,194,16,Westnot
293,40,23,140,134,30,Westnot
293,50,23,140,68,34,Westnot
270,40,23,150,150,20,Westnot
270,40,23,130,48,18,Westnot
248,30,23,150,104,26,Westnot
248,20,23,140,40,30,Westnot
180,10,23,150,226,28,Westnot
0,0,23,150,18,22,Westnot
0,0,23,140,168,30,Westnot
0,0,23,140,124,18,Westnot
0,0,23,150,74,24,Westnot
0,0,23,160,56,62,Westnot
90,10,23,140,88,36,Westnot
0,0,23,140,84,36,Westnot
0,0,23,140,126,32,Westnot
248,10,23,130,100,26,Westnot
270,20,23,120,142,18,Westnot
248,20,23,100,76,46,Westnot
248,30,23,120,92,30,Westnot
248,30,23,110,92,34,Westnot
248,30,23,90,62,28,Westnot
248,40,23,120,46,20,Westnot
248,30,23,130,84,42,Westnot
270,40,23,110,152,10,Westnot
248,40,23,80,100,14,Westnot
270,40,23,80,30,18,Westnot
293,40,23,100,232,20,Westnot
293,30,23,110,98,24,Westnot
293,40,23,100,144,22,Westnot
293,40,23,100,144,22,Westnot
270,60,225,10,98,40,Westnot
270,70,248,90,200,84,West
270,70,248,90,198,78,West
270,70,248,80,190,92,West
270,70,248,80,196,92,West
270,70,248,70,200,78,West
270,80,248,60,204,80,West
270,70,248,60,200,98,West
270,70,248,70,186,90,West
270,70,248,80,190,104,West
270,70,248,60,194,92,West
270,60,248,60,194,84,West
270,60,248,40,212,100,West
248,60,248,40,190,82,West
248,50,248,40,146,90,West
248,50,248,30,142,74,West
248,40,225,20,192,92,West
270,50,225,30,192,78,West
270,40,225,20,216,82,West
270,40,225,30,200,112,West
270,50,248,30,200,100,West
248,40,225,20,214,100,West
270,30,248,30,206,102,West
270,40,248,60,198,100,West
270,40,248,60,210,102,West
270,40,248,40,190,72,West
248,40,248,30,214,94,West
270,40,248,30,176,88,West
270,40,248,20,196,110,West
248,40,248,80,202,84,West
270,30,248,80,202,84,West
248,40,270,70,206,56,West
270,40,270,70,204,54,West
248,40,270,60,224,56,West
270,40,270,50,208,66,West
270,40,270,70,212,64,West
270,40,270,50,210,56,West
270,40,270,50,190,66,West
270,40,270,50,208,64,West
270,40,270,50,176,66,West
270,50,270,40,210,68,West
270,50,270,40,200,60,West
270,50,270,50,188,56,West
270,50,270,60,174,42,West
270,50,248,60,198,54,West
270,60,248,50,206,64,West
270,60,248,50,192,68,West
270,50,248,50,196,76,West
270,50,248,50,182,76,West
270,50,270,40,194,64,West
270,50,248,50,204,68,West
270,60,248,40,182,54,West
270,50,248,50,188,62,West
270,50,248,50,174,72,West
270,50,248,70,174,82,West
270,50,248,70,190,68,West
270,50,248,60,196,78,West
270,50,248,50,206,62,West
270,40,248,50,202,84,West
270,40,248,50,202,84,West
270,50,248,40,208,80,West
270,50,248,30,186,90,West
270,50,248,30,214,82,West
270,50,248,20,188,94,West
270,40,248,10,208,66,West
270,40,360,10,196,62,West
270,40,270,10,204,54,West
293,50,360,10,198,56,Westnot
270,50,225,10,190,84,West
248,40,248,20,192,82,West
248,40,225,20,192,80,West
270,30,225,20,180,70,West
293,50,248,20,210,70,West
270,60,248,30,188,56,West
270,50,203,20,198,68,West
270,50,203,20,212,78,West
248,40,203,10,202,76,West
248,30,225,20,202,66,West
270,30,270,10,208,82,West
293,30,225,10,216,74,West
248,40,248,10,208,74,West
248,40,248,20,210,68,West
248,30,225,20,206,70,West
270,30,225,20,212,76,West
315,20,225,20,220,76,West
315,30,248,20,224,70,West
315,30,248,20,204,54,West
315,30,248,20,202,44,West
293,30,248,20,212,48,West
315,30,248,20,220,50,West
315,20,225,10,210,48,West
315,20,203,20,222,48,West
315,30,45,10,214,42,West
315,20,360,10,202,38,West
315,20,360,10,214,46,West
315,20,203,10,188,44,West
315,10,203,10,192,46,West
315,20,248,10,212,46,West
315,20,225,10,188,46,Westnot
293,20,203,10,190,46,West
315,20,203,10,180,40,West
293,20,203,10,214,46,West
293,10,180,10,202,56,West
293,10,225,10,214,48,West
293,20,293,10,218,50,West
270,30,293,10,190,42,West
248,20,248,10,208,48,West
248,10,248,20,206,52,West
248,20,248,40,174,46,West
248,20,248,40,202,44,West
270,10,248,30,214,50,West
270,20,248,30,180,48,West
293,10,248,50,194,46,West
293,20,248,50,206,40,West
270,20,248,60,196,42,West
293,20,248,60,210,16,Westnot
270,30,248,60,230,38,Westnot
270,30,248,50,196,32,Westnot
248,30,270,40,210,26,Westnot
248,20,293,20,168,34,Westnot
248,10,270,30,170,34,Westnot
248,30,225,30,170,30,Westnot
248,30,225,20,186,28,Westnot
248,30,203,20,194,30,Westnot
248,30,203,20,202,30,West
248,20,203,20,218,38,Westnot
248,20,225,20,216,40,Westnot
248,20,248,10,200,26,Westnot
248,30,225,20,172,28,Westnot
248,30,248,20,220,24,West
248,20,203,20,178,12,Westnot
248,20,203,20,194,22,Westnot
225,20,225,20,202,6,Westnot
225,20,203,20,226,18,Westnot
248,20,180,10,64,18,Westnot
225,20,203,10,242,10,Westnot
225,20,180,20,242,18,West
225,20,158,20,226,22,Westnot
225,20,113,20,226,20,West
225,20,113,20,238,28,West
225,10,23,10,126,22,Westnot
248,10,225,10,248,36,West
270,20,225,10,222,38,Westnot
248,20,225,10,252,20,West
203,10,203,10,62,28,Westnot
158,10,203,10,132,22,West
203,10,248,10,242,20,West
0,0,225,10,182,14,West
0,0,203,10,244,24,West
0,0,225,10,126,26,West
248,10,203,10,236,18,West
248,20,203,10,12,26,West
248,30,225,10,10,24,West
203,20,180,10,248,16,West
225,20,203,10,208,0,West
225,10,203,10,130,6,West
0,0,203,10,208,6,West
68,10,203,10,162,4,West
90,20,203,20,224,12,West
90,30,180,20,190,14,Westnot
90,20,225,10,148,2,West
113,20,248,10,222,4,West
113,10,248,10,252,6,West
135,10,203,10,200,12,West
113,10,225,10,188,4,West
90,10,203,10,222,6,West
68,10,203,20,208,12,West
0,0,203,10,194,18,West
0,0,225,10,190,22,West
68,10,225,20,168,22,West
90,10,225,20,162,26,West
68,10,225,20,160,28,West
68,10,225,20,162,24,West
90,10,248,20,160,22,West
68,10,248,20,160,22,West
90,10,225,10,162,22,West
135,10,135,10,176,18,West
315,10,23,10,174,12,Westnot
293,10,23,10,176,12,Westnot
338,10,135,10,210,8,Westnot
270,10,68,20,180,10,Westnot
248,10,45,10,172,4,Westnot
248,20,90,10,144,12,Westnot
248,10,45,20,214,4,Westnot
270,10,338,10,220,6,Westnot
270,10,45,20,154,8,Westnot
248,10,360,30,162,16,Westnot
270,10,158,10,156,12,Westnot
270,20,135,10,146,0,Westnot
270,10,68,20,146,0,Westnot
293,10,68,30,146,0,Westnot
293,10,360,20,210,0,Westnot
315,10,90,20,210,2,Westnot
315,10,90,10,210,0,Westnot
270,10,23,10,210,0,Westnot
270,10,68,20,44,12,Westnot
270,10,45,20,52,20,Westnot
315,20,360,20,52,14,Westnot
315,10,113,20,64,16,Westnot
315,20,45,10,82,14,Westnot
315,20,45,10,82,0,Westnot
338,10,68,10,82,12,Westnot
315,10,45,10,94,26,Westnot
360,10,360,20,94,22,Westnot
338,10,113,10,94,18,Westnot
45,10,90,10,94,0,Westnot
360,10,113,10,90,12,Westnot
360,10,68,20,90,20,Westnot
23,10,23,20,92,16,Westnot
23,10,113,10,92,18,Westnot
45,10,113,10,92,20,Westnot
315,10,360,10,92,4,Westnot
0,0,180,10,92,0,Westnot
23,10,203,10,92,0,West
0,0,135,10,92,6,Westnot
315,10,0,0,92,6,West
270,10,180,10,92,0,West
248,20,225,10,52,8,Westnot
270,10,180,10,238,10,West
248,10,180,10,238,8,West
248,10,203,10,242,6,West
203,10,0,0,242,4,West
158,10,315,10,242,0,West
135,10,225,10,238,4,Westnot
135,10,203,10,238,0,Westnot
158,10,203,10,232,12,Westnot
180,10,225,10,228,8,Westnot
158,10,203,10,232,2,Westnot
158,10,203,10,232,4,Westnot
68,10,203,10,254,12,Westnot
90,20,225,10,234,4,Westnot
90,10,203,10,166,8,Westnot
90,10,203,10,240,0,Westnot
0,0,180,20,178,2,Westnot
0,0,203,10,216,2,Westnot
68,10,45,20,234,2,Westnot
90,10,360,30,200,2,Westnot
90,10,23,40,220,0,Westnot
113,20,360,20,216,0,Westnot
135,20,45,20,214,0,Westnot
135,10,23,20,198,0,Westnot
158,10,360,20,20,4,Westnot
158,10,360,20,78,4,Westnot
0,0,23,30,20,4,Westnot
0,0,315,20,78,22,Westnot
180,10,225,10,76,14,Westnot
180,10,158,10,58,20,Westnot
180,10,180,10,62,18,Westnot
0,0,248,10,84,28,Westnot
0,0,248,10,66,18,Westnot
0,0,248,10,80,26,Westnot
0,0,225,10,90,20,Westnot
45,10,203,10,64,14,Westnot
90,10,225,10,70,26,Westnot
113,20,225,10,88,16,Westnot
113,10,203,10,56,24,Westnot
135,10,203,10,74,16,Westnot
135,10,225,10,62,14,Westnot
158,10,180,10,64,18,Westnot
203,10,203,10,66,22,Westnot
248,10,180,10,76,26,Westnot
225,10,203,10,70,20,Westnot
225,20,0,0,84,28,Westnot
248,30,270,10,68,18,Westnot
248,30,158,10,96,26,Westnot
248,20,158,10,94,18,Westnot
270,20,315,10,84,12,Westnot
270,20,270,10,82,24,Westnot
248,30,158,10,82,22,Westnot
248,30,248,10,74,22,Westnot
248,30,135,10,82,22,Westnot
248,30,90,10,78,16,Westnot
248,30,23,10,80,12,Westnot
248,30,225,10,86,18,Westnot
270,30,315,10,86,12,Westnot
248,40,180,10,74,16,Westnot
248,30,225,10,66,14,Westnot
225,20,203,10,54,12,Westnot
113,10,45,10,56,12,Westnot
90,10,248,10,58,12,Westnot
90,10,203,10,48,12,Westnot
113,10,203,10,52,8,Westnot
0,0,225,10,46,12,Westnot
248,10,225,10,50,6,Westnot
225,10,225,10,48,2,Westnot
225,10,180,10,34,6,Westnot
225,20,203,10,80,8,Westnot
225,20,270,10,60,8,Westnot
225,20,135,10,62,8,Westnot
203,10,23,10,52,4,Westnot
203,10,203,10,54,6,Westnot
90,10,225,10,78,14,Westnot
90,10,248,10,94,14,Westnot
113,20,180,10,64,12,Westnot
135,10,270,10,70,12,Westnot
158,10,225,10,74,14,Westnot
203,20,90,10,74,18,Westnot
203,10,203,10,78,26,Westnot
